id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
928	mri	-0.6812	0.1208	17	12	115	11	2019	0.7273	1.0713
929	msmes	-0.8155	-0.3452	2	5	80	8	2019	0	0
930	msnburr	-0.8206	-0.0224	3	5	40	5	2019	1	1.473
931	mud	-0.0305	0.0822	10	22	103	11	2019	0	0
932	multi	-0.1497	-0.127	16	18	130	8	2019	1.75	2.5777
933	multi objective optimization	-0.3824	-0.2288	13	60	215	11	2019	1.4545	2.1425
934	multilayer perceptron	-0.8486	-0.1683	2	24	97	6	2019	0.1667	0.2455
935	multiple performance characteristic	-0.0532	-0.1608	13	23	141	7	2019	3.7143	5.4711
936	multitouch interface	-0.758	-0.0338	15	4	55	5	2019	0	0
937	mutation	-0.4914	-0.1871	2	17	139	10	2019	0	0
938	mutual coupling reduction	-0.3665	0.2025	5	2	35	5	2019	0	0
939	mwcnt	0.7856	-0.0483	16	30	130	7	2019	0	0
940	mwcnts	0.6442	0.0442	16	18	86	6	2019	0	0
941	n hexane	1.312	-0.499	4	54	286	8	2019	0.25	0.3682
942	na2so3	0.7652	-0.3342	4	6	60	5	2019	0	0
943	naive baye	-0.8674	-0.1392	2	24	59	5	2019	0.4	0.5892
944	naive bayes	-0.8747	-0.151	2	59	196	19	2019	0.6316	0.9303
945	nano	1.1363	0.0418	1	25	80	7	2019	0.5714	0.8417
946	nanocomposite	0.866	0.0355	1	51	431	18	2019	3.1111	4.5826
947	nanoparticle	0.8874	0.0515	1	174	1042	61	2019	0.9836	1.4488
948	nanorod	0.6843	0.2044	16	26	87	7	2019	0.1429	0.2104
949	naoh	1.1929	-0.0361	18	127	712	31	2019	0.9355	1.378
950	natural gas	-0.0087	0.4987	14	54	274	16	2019	0.5	0.7365
951	ndvi	-0.5425	0.1783	12	30	99	7	2019	2.2857	3.3668
952	negative impact	-0.4211	0.0673	8	32	89	9	2019	0.1111	0.1637
953	negotiation	-0.8595	-0.1618	8	15	248	10	2019	1.8	2.6514
954	neuron	-0.0204	-0.2856	13	54	607	24	2019	0	0
955	new approach	-0.8294	-0.0416	5	43	137	14	2019	0.8571	1.2626
956	nh2ohhcl	0.7657	-0.3344	4	6	60	5	2019	0	0
957	ni fe hzsm	1.3052	-0.1686	4	32	272	9	2019	0.8889	1.3093
958	nihl	-0.5313	-0.1425	17	8	232	8	2019	0	0
959	nitrogen	0.4547	-0.1369	12	76	306	13	2019	0	0
960	nitrogen dioxide	-0.5702	0.2517	3	14	57	6	2019	0.1667	0.2455
961	no2	-0.7037	0.2582	3	36	184	16	2019	0.0625	0.0921
962	no3	1.2684	-0.0555	11	43	304	14	2019	1.8571	2.7355
963	noise ratio	-0.4588	0.0531	5	18	54	5	2019	0	0
964	non apnea event	-0.9662	-0.2459	2	5	50	5	2019	1	1.473
965	non atomic requirement	-0.9704	-0.2036	2	8	50	5	2019	0	0
966	non dimensional equation	0.1478	0.4567	7	9	45	5	2019	1.4	2.0622
967	non free choice	-1.0775	-0.4646	2	10	178	8	2019	3.75	5.5237
968	nonlinear distortion	-0.6585	0.1594	5	9	116	8	2019	0.75	1.1047
969	nonlinear pattern	-0.8837	0.22	3	23	110	5	2019	0	0
970	nonparametric regression	-1.222	0.1787	3	40	249	16	2019	1.4375	2.1174
971	nonparametric regression model	-1.2448	0.189	3	23	145	10	2019	2.2	3.2406
972	normal condition	-0.5467	-0.0482	2	14	37	5	2019	0.2	0.2946
973	north	-0.0135	0.1076	10	14	35	7	2019	1.4286	2.1043
974	northern part	-0.4186	0.1692	6	16	44	5	2019	0.2	0.2946
975	novelty	-0.2805	-0.1379	2	21	62	5	2019	1.4	2.0622
976	nox	-0.2903	0.4116	14	42	141	9	2019	0.7778	1.1457
977	npc	-0.8782	-0.1538	15	7	80	5	2019	1	1.473
978	nrtl	1.3777	-0.0907	18	10	76	6	2019	0.5	0.7365
979	numerical method	-0.3357	0.4028	7	38	93	7	2019	0.2857	0.4209
980	numerical result	-0.3906	0.307	8	41	86	7	2019	0.5714	0.8417
981	numerical simulation	-0.049	0.4017	7	84	331	22	2019	0.9091	1.3391
982	numerical study	0.0309	0.606	7	109	487	28	2019	0.5714	0.8417
983	nutrient	0.6379	-0.2371	9	45	81	6	2019	0.1667	0.2455
984	nwp	-0.7455	0.1824	3	10	76	7	2019	0	0
985	ofdm	-0.5114	0.1206	5	14	60	8	2019	0.625	0.9206
986	oil insulation	-0.0522	0.1911	12	10	39	5	2019	0.2	0.2946
987	olive oil	0.5735	0.0535	16	7	65	5	2019	1	1.473
988	online game	-1.0461	-0.0136	5	4	70	7	2019	0	0
989	opening	-0.0566	0.4295	12	37	194	11	2019	0.1818	0.2678
990	opinion	-0.893	-0.1967	2	53	273	18	2019	0.2222	0.3273
991	optical property	0.853	0.1511	1	38	105	8	2019	0.125	0.1841
992	optimal condition	0.691	-0.1951	9	76	208	7	2019	0	0
993	optimal knot	-1.2606	0.2137	3	14	129	7	2019	0	0
994	optimal solution	-0.874	0.103	8	21	60	9	2019	1.1111	1.6366
995	optimization problem	-0.7127	0.1906	8	45	140	15	2019	0.8	1.1784
996	optimization process	-0.4583	0.1616	6	28	89	7	2019	0.2857	0.4209
997	optimum condition	0.8347	-0.1201	4	119	365	17	2019	0.2353	0.3466
998	orc	-0.328	0.319	17	8	38	8	2019	0	0
999	organic material	0.5946	-0.1743	9	38	87	5	2019	1	1.473
1000	organic rankine cycle	-0.337	0.3185	17	8	38	7	2019	0	0
1001	organosolv pretreatment	1.057	-0.4996	9	32	206	6	2019	0	0
1002	origin	-0.8318	0.1034	8	25	66	7	2019	3.8571	5.6815
1003	oryzanol	1.1335	-0.4382	4	26	507	15	2019	0	0
1004	osteoarthritis	-0.7344	-0.1099	2	10	116	8	2019	0	0
1005	outflow	-0.8299	0.1381	3	20	181	9	2019	0.2222	0.3273
1006	outlier	-1.0122	0.1233	3	17	78	10	2019	0.3	0.4419
1007	output layer	0.0148	-0.3068	13	49	259	8	2019	0	0
1008	output power	0.2589	0.1653	16	45	131	12	2019	0.0833	0.1227
1009	output voltage	-0.0262	0.145	6	19	37	7	2019	0.2857	0.4209
1010	oven	1.0679	0.0335	1	33	81	5	2019	0.6	0.8838
1011	overdispersion	-1.1329	0.1831	3	29	99	7	2019	0.4286	0.6313
1012	oxidation zone	0.5992	0.3861	14	11	76	7	2019	0	0
1013	pacitan	-0.4706	0.0672	6	13	38	5	2019	0	0
1014	packet delivery ratio	-0.8658	-0.3366	19	11	63	8	2019	0.5	0.7365
1015	packet loss	-0.8893	-0.3442	19	10	75	8	2019	0.75	1.1047
1016	paddy production	-0.7579	0.0973	8	7	39	7	2019	0	0
1017	palm	-0.2809	-0.4052	2	39	104	6	2019	0.1667	0.2455
1018	palmyra sap	0.9481	-0.3389	9	24	110	6	2019	0	0
1019	pani	0.5831	0.1118	1	40	159	8	2019	0	0
1020	parallel configuration	-0.4285	0.4262	7	3	30	5	2019	0	0
1021	parameter estimation	-1.0128	0.1174	3	35	107	13	2019	0.0769	0.1133
1022	parameter value	-0.332	0.1642	6	52	110	7	2019	0	0
1023	partial comparison optimization	-0.9301	0.1893	8	11	102	6	2019	0	0
1024	participant	-0.7532	-0.1029	15	61	221	20	2019	0.9	1.3257
1025	particle size	0.8092	0.0802	1	162	804	47	2019	1.1702	1.7237
1026	particle size analyzer	0.9835	0.0271	1	45	110	5	2019	1.6	2.3568
1027	passenger	-1.0736	0.3191	14	9	100	8	2019	0	0
1028	passive control	-0.1353	0.8215	7	21	404	25	2019	0.2	0.2946
1029	pca	-0.7473	-0.0583	2	19	64	9	2019	0.5556	0.8183
1030	pco	-0.9208	0.187	8	11	170	11	2019	0	0
1031	pdm	-0.859	0.0136	3	7	150	10	2019	1	1.473
1032	pdr	-0.8774	-0.3464	19	9	64	7	2019	0.8571	1.2626
1033	peak	0.4865	0.0295	1	273	1017	52	2019	0.9615	1.4163
1034	peak load hour	-0.4901	0.1213	2	6	35	5	2019	1	1.473
1035	pedestrian way	-0.7787	0.0838	8	2	24	8	2019	0	0
1036	peg	1.125	-0.1782	1	106	737	35	2019	1	1.473
1037	perception	-0.9508	0.0101	3	60	402	33	2019	0.8485	1.2498
1038	performance analysis	-0.7452	-0.1786	2	47	329	15	2019	0.2667	0.3928
1039	permanent surface water	-0.4153	0.0745	10	11	84	6	2019	0.6667	0.982
1040	permeability	1.2262	-0.1014	1	40	229	14	2019	0.1429	0.2104
1041	pert	-0.796	-0.4541	19	5	55	7	2019	0.2857	0.4209
1042	petung bamboo	0.9618	0.1365	1	23	123	5	2019	0	0
1043	phenolic compound	1.1595	-0.4226	4	14	166	8	2019	1.5	2.2095
1044	photoanode	0.9941	0.1505	1	32	137	7	2019	0	0
1045	photocatalytic activity	0.9751	0.0524	1	39	205	7	2019	3.7143	5.4711
1046	photovoltaic	-0.0244	0.1618	6	30	99	11	2019	1.0909	1.6069
1047	phylogenetic tree	-0.4998	-0.215	2	5	46	6	2019	0	0
1048	pid	-0.2568	0.2124	6	25	75	9	2019	0	0
1049	pid controller	-0.1693	0.1444	6	22	189	22	2019	0	0
1050	pig iron	1.0916	0.0862	1	9	96	6	2019	0	0
1051	pile	0.7343	-0.0123	12	21	112	27	2019	0.8889	1.3093
1052	pilot injection	0.2116	0.7121	14	26	158	6	2019	2.1667	3.1915
1053	pilot injection timing	0.1897	0.656	14	36	389	15	2019	4.6	6.7757
1054	pla	0.7065	-0.2046	9	15	85	5	2019	0	0
1055	planner	-0.7668	-0.1099	8	29	121	7	2019	1.1429	1.6834
1056	plastic	0.4081	-0.027	12	32	105	7	2019	0.1429	0.2104
1057	plastic debris	0.1916	0.0061	12	14	102	8	2019	2.5	3.6825
1058	plastic optical fiber	0.5674	0.067	16	9	37	5	2019	0.2	0.2946
1059	plastic waste	0.3679	0.0222	12	56	267	21	2019	0.9524	1.4028
1060	player	-0.9806	-0.0568	5	18	140	16	2019	0.0625	0.0921
1061	pm aunps cpe	0.8275	-0.0974	16	5	78	6	2019	0	0
1062	pm10	-0.8401	0.2362	3	28	71	5	2019	0	0
1063	pmma microfiber	0.6602	0.2108	16	6	55	5	2019	0	0
1064	poisson regression	-1.1513	0.1868	3	25	167	11	2019	0.1818	0.2678
1065	poisson regression model	-1.0616	0.179	3	22	72	7	2019	0.1429	0.2104
1066	polewali mandar district	-1.2571	0.127	3	2	54	6	2019	0	0
1067	pollution reduction	-0.5979	-0.3536	2	8	29	5	2019	0.4	0.5892
1068	poly	0.9854	-0.0972	11	54	251	21	2019	1.619	2.3848
1069	polyaniline	0.667	0.1118	1	40	137	8	2019	0	0
1070	polyethylene	0.5772	0.0328	12	29	159	10	2019	0.4	0.5892
1071	polymer	0.5036	-0.1443	13	167	545	24	2019	1.4583	2.1481
1072	polypropylene	0.4646	0.0136	12	31	96	6	2019	4	5.8919
1073	polyvinyl alcohol	0.743	0.0668	1	43	168	7	2019	0.7143	1.0521
1074	poor person	-1.2198	0.1576	3	22	96	6	2019	2.1667	3.1915
1075	popularity	-0.9574	-0.2671	2	31	73	5	2019	0.6	0.8838
1076	pore	1.1655	-0.0445	1	80	214	8	2019	0.75	1.1047
1077	pore diameter	1.0753	0.0746	1	65	178	7	2019	0	0
1078	porosity	0.7719	0.1314	7	115	413	25	2019	0.6	0.8838
1079	port container terminal	-0.7322	-0.1715	2	15	57	5	2019	0.2	0.2946
1080	portland cement	0.6666	0.0359	1	24	89	6	2019	1.5	2.2095
1081	position error	-0.401	0.1863	6	11	69	10	2019	0.6	0.8838
1082	potassium	0.6369	-0.1747	12	44	232	8	2019	0	0
1083	poverty	-1.168	0.108	3	21	171	22	2019	0.7727	1.1382
1084	powder	0.9442	0.0673	1	251	1737	97	2019	0.3918	0.577
1085	power density	-0.0346	0.1097	12	25	176	12	2019	0.4167	0.6137
1086	power generation	-0.258	0.1085	12	42	146	15	2019	0.2667	0.3928
1087	power plant service company	-0.9476	-0.0186	15	3	15	5	2019	0	0
1088	power spectral density	-0.5006	0.103	5	17	141	7	2019	0	0
1089	pre processing method	-0.7199	-0.2011	5	4	18	6	2019	1.6667	2.455
1090	precipitation	0.604	-0.0335	11	22	81	7	2019	1.1429	1.6834
1091	precursor	0.9068	0.0545	1	159	499	21	2019	1	1.473
1092	predictor	-0.9126	0.0812	3	108	626	40	2019	2.725	4.0139
1093	predictor variable	-1.1457	0.174	3	59	281	24	2019	1.125	1.6571
1094	preference	-0.7188	-0.1615	8	57	240	15	2019	2.0667	3.0442
1095	present study	0.2546	-0.2552	13	165	474	26	2019	0.5385	0.7931
1096	present work	0.6147	0.021	1	74	161	10	2019	2.6	3.8298
1097	pressure distribution	-0.0266	0.5516	7	12	121	5	2019	0	0
1098	pressure drop	-0.1229	0.6067	7	34	347	26	2019	0.2308	0.3399
1099	pretreatment	1.057	-0.3845	9	80	531	18	2019	1.0556	1.5548
1100	previous method	-0.8046	-0.0427	5	23	51	6	2019	2.1667	3.1915
1101	previous work	-0.487	-0.1613	8	30	78	7	2019	0.4286	0.6313
1102	primary data	-0.3511	0.1048	10	26	119	6	2019	0	0
1103	private vehicle	-0.9046	0.3987	14	7	58	6	2019	0.6667	0.982
1104	process discovery	-0.9332	-0.3992	2	23	105	8	2019	1.5	2.2095
1105	process industry	-0.3498	0.4786	7	10	41	6	2019	0.1667	0.2455
1106	process mining	-0.7448	-0.3306	2	18	168	16	2019	1.625	2.3936
1107	process model	-0.9703	-0.3713	2	41	528	33	2019	1.6061	2.3657
1108	process parameter	0.1683	-0.2647	13	80	474	24	2019	1.625	2.3936
1109	processor	-0.1743	-0.1406	6	10	23	5	2019	0.2	0.2946
1110	product design	-0.943	-0.1302	5	15	59	6	2019	2	2.946
1111	product review	-1.1759	-0.224	2	33	249	12	2019	1.5	2.2095
1112	production cost	-0.0507	0.1923	10	50	142	9	2019	0	0
1113	promoter	1.3106	0.0033	18	24	136	10	2019	0	0
1114	propanol	1.3307	-0.0811	18	20	45	6	2019	0.8333	1.2275
1115	propeller	0.1422	0.3496	7	10	53	7	2019	0	0
1116	proposal	-0.8256	-0.1451	8	16	283	11	2019	0.7273	1.0713
1117	prosthesis	-0.418	-0.2922	15	1	9	9	2019	0	0
1118	protein	-0.0624	-0.296	15	39	176	16	2019	0.0625	0.0921
1119	protein content	0.3189	-0.1688	6	23	174	8	2019	0	0
1120	protocol	-0.7465	-0.2913	19	39	183	18	2019	0.2222	0.3273
1121	psa	0.8742	0.0531	1	65	154	10	2019	0.6	0.8838
1122	psc	-0.2098	-0.017	10	7	182	7	2019	0	0
1123	pseudomonas	0.7596	-0.2462	11	30	95	5	2019	1.6	2.3568
1124	psi	-0.3345	0.406	7	8	82	9	2019	0	0
1125	pt vale indonesia	-0.1887	0.1629	2	27	87	10	2019	0	0
1126	public	-0.6397	-0.2145	15	17	42	5	2019	0.6	0.8838
1127	public service	-0.7359	-0.1262	2	28	67	5	2019	0.6	0.8838
1128	public space	-0.7186	0.0794	7	6	80	11	2019	0	0
1129	public speaking	-0.6578	-0.1723	15	4	25	5	2019	1	1.473
1130	public transportation	-0.8965	0.3771	14	11	75	8	2019	0.75	1.1047
1131	pulverizer	0.2202	0.4119	12	14	168	9	2019	0	0
1132	purity	0.5266	-0.0135	1	83	232	11	2019	0.6364	0.9374
1133	pva	0.8507	0.0792	1	58	449	21	2019	0.5714	0.8417
1134	pvp	0.453	0.0329	6	41	97	6	2019	1	1.473
1135	pyrene	0.8558	-0.414	9	12	43	5	2019	6.6	9.7217
1136	pyrolysis	0.919	0.1025	1	41	116	7	2019	1.2857	1.8938
1137	q sio2	1.0972	-0.0212	1	20	151	8	2019	0.75	1.1047
1138	qos	-0.8791	-0.3168	19	18	97	8	2019	0.5	0.7365
1139	qr code	-0.6909	-0.0682	2	11	113	7	2019	1.7143	2.5251
1140	qualitative analysis	1.0099	-0.2211	4	43	93	5	2019	0.4	0.5892
1141	quality characteristic	-0.1705	-0.2215	13	59	225	11	2019	0.8182	1.2052
1142	quality model	-1.0304	-0.0129	5	10	69	6	2019	0	0
1143	query	-1.0116	-0.2076	6	9	74	8	2019	0.125	0.1841
1144	question	-0.8622	-0.1753	15	53	293	30	2019	0.0667	0.0982
1145	r2 value	-0.918	0.1909	3	31	88	8	2019	1.125	1.6571
1146	radar	-0.3135	0.2163	5	38	213	13	2019	0.8462	1.2464
1147	radiation parameter	0.1731	0.3654	7	11	66	6	2019	3.3333	4.9099
1148	railroad crossing	-0.4803	0.1873	10	1	10	5	2019	0	0
1149	random forest	-0.8195	-0.0769	2	58	259	19	2019	1.3158	1.9381
1150	rank	-0.7625	-0.1742	2	32	148	16	2019	0.5	0.7365
1151	raspberry pi	0.1807	-0.1252	6	22	130	9	2019	0.2222	0.3273
1152	ratio analysis	-0.7883	-0.1844	2	26	90	6	2019	0.3333	0.491
1153	raw water	0.2826	0.0298	10	27	72	5	2019	2.6	3.8298
1154	rbo	1.3114	-0.4827	4	41	524	14	2019	0	0
1155	rde	-0.737	-0.002	5	15	63	6	2019	0	0
1156	reactant	1.2183	-0.0077	18	61	267	11	2019	0.1818	0.2678
1157	reaction	1.0063	-0.0323	4	253	1213	67	2019	0.3433	0.5057
1158	reaction temperature	1.2587	-0.1432	4	35	164	6	2019	0.6667	0.982
1159	reaction time	1.2682	-0.2787	4	80	433	21	2019	0.5238	0.7716
1160	reactor	0.626	0.1068	11	222	1438	79	2019	1.0759	1.5849
1161	real case	-1.1276	0.1722	3	32	103	6	2019	1	1.473
1162	real data	-0.8293	0.0682	3	50	217	14	2019	0.3571	0.5261
1163	rear	-0.1096	0.8221	7	26	164	7	2019	0	0
1164	recall	-0.9865	-0.1485	2	42	142	14	2019	0.5	0.7365
1165	receiver	-0.4569	0.1076	5	60	332	33	2019	0.3636	0.5356
1166	recognition	-0.6048	-0.1692	2	78	340	43	2019	0.3721	0.5481
1167	reconstruction	-0.6148	-0.0017	6	35	131	14	2019	0.2857	0.4209
1168	rectification process	-1.0417	0.2873	3	3	25	5	2019	0	0
1169	red mud	1.3021	0.1228	1	11	161	7	2019	0	0
1170	reduced difference expansion	-0.7201	0.0017	5	14	54	5	2019	0	0
1171	reduced model	-0.361	0.0884	10	6	65	8	2019	0	0
1172	refractive index	0.4473	0.1252	16	22	54	5	2019	0	0
1173	regional bank	-1.0505	-0.3328	2	1	5	5	2019	0	0
1174	regression function	-1.2982	0.2083	3	14	84	6	2019	1.6667	2.455
1175	regression model	-0.9786	0.1233	3	86	441	41	2019	0.439	0.6467
1176	regression parameter	-1.0882	0.1828	3	20	54	6	2019	0.1667	0.2455
1177	rehabilitation	-0.6299	-0.0251	6	42	166	17	2019	0.2353	0.3466
1178	reinforcement	0.5732	0.1478	7	64	207	15	2019	1.4	2.0622
1179	removal	0.7798	-0.1345	11	242	1913	99	2019	2.3636	3.4816
1180	replacement	0.1939	0.1176	1	56	252	18	2019	0.2778	0.4092
1181	replacement analysis	-0.573	0.2032	15	1	5	5	2019	0	0
1182	representation	-0.7974	-0.2472	2	38	110	10	2019	0.2	0.2946
1183	research point	-0.2177	-0.1257	5	3	18	6	2019	0	0
1184	residual	-0.9203	0.1317	3	38	168	13	2019	0.1538	0.2266
1185	resnet	-0.7528	-0.1591	2	4	18	6	2019	0.1667	0.2455
1186	resonance frequency	3.0798	6.983	22	0	0	5	2019	0	0
1187	response surface methodology	0.8822	-0.414	4	78	303	16	2019	0.5625	0.8286
1188	response time	-0.8204	-0.2134	8	22	84	13	2019	0	0
1189	response variable	-1.1227	0.1636	3	67	352	29	2019	0.4828	0.7111
1190	rest	0.335	0.0363	1	50	116	7	2019	1.7143	2.5251
1191	reverberation time	-0.8475	-0.1102	5	4	29	7	2019	0	0
1192	review	-0.8366	-0.1498	2	124	484	47	2019	0.8085	1.1909
1193	reynolds number	-0.0026	0.65	7	43	189	11	2019	0.0909	0.1339
1194	rfd	-0.7768	0.0632	3	8	95	5	2019	13	19.1488
1195	rgo	0.828	0.0265	1	63	596	25	2019	0.32	0.4714
1196	rhizophora mucronata	0.927	-0.0624	11	25	365	15	2019	2.1333	3.1424
1197	rhodamine b	0.6804	-0.0596	15	29	202	6	2019	0.1667	0.2455
1198	rice	-0.3343	0.0527	3	31	82	15	2019	0.0667	0.0982
1199	rice bran	1.3328	-0.468	4	36	376	13	2019	0.3846	0.5665
1200	rice husk	0.9433	0.0139	1	39	258	13	2019	0.6923	1.0198
1201	rice husk ash	1.0154	0.0211	1	44	245	12	2019	0.3333	0.491
1202	rice production	-0.6865	0.0864	8	23	51	6	2019	0	0
1203	rice straw	0.9511	-0.1079	16	17	84	6	2019	0.6667	0.982
1204	rise time	-0.111	0.2091	6	27	60	6	2019	1.1667	1.7185
1205	risk agent	-2.0056	-0.3161	2	1	15	5	2019	0	0
1206	risk event	-1.9908	-0.3134	2	3	30	6	2019	0	0
1207	risk level	-0.7537	0.1808	8	12	44	6	2019	0.5	0.7365
1208	river	0.0388	0.0715	10	138	690	46	2019	1.4348	2.1134
1209	river estuary	-0.2254	0.0873	10	29	218	13	2019	0.9231	1.3597
1210	robotic arm	-0.1619	0.0215	6	6	75	12	2019	0.4167	0.6137
1211	rock	-0.2313	0.1027	6	26	127	12	2019	0.5	0.7365
1212	roi	-0.6385	0.1724	17	14	53	7	2019	0.4286	0.6313
1213	room temperature	0.6116	-0.0089	1	98	245	17	2019	0.1176	0.1733
1214	root mean square error	-0.8223	0.2291	3	39	91	9	2019	0	0
1215	ros level	-0.5338	-0.1451	17	8	186	6	2019	0	0
1216	rotary kiln	0.1191	0.613	12	5	40	7	2019	0.5714	0.8417
1217	rotation	0.0519	0.261	7	54	179	16	2019	0.0625	0.0921
1218	rotor	0.0949	0.4267	7	51	184	10	2019	0.1	0.1473
1219	rsa	0.2059	-0.0116	17	11	132	12	2019	0	0
1220	rsm	0.922	-0.4397	4	63	229	11	2019	0.6364	0.9374
1221	rubber material	-0.075	-0.2282	13	26	75	5	2019	0	0
1222	s cm	0.8359	0.0907	1	38	148	9	2019	0	0
1223	s m	0.6015	0.11	1	37	108	6	2019	0	0
1224	s ovata backer	0.7738	-0.4212	4	5	35	5	2019	0	0
1225	saccharomyces cerevisiae	0.8344	-0.3609	9	40	182	8	2019	0.125	0.1841
1226	safe city	-0.8874	-0.1313	2	5	25	5	2019	0	0
1227	saline water	1.0477	-0.1828	9	31	275	9	2019	0.8889	1.3093
1228	salinity	0.8512	-0.1078	11	45	350	15	2019	1.2667	1.8658
1229	saliva	0.9437	-0.191	4	8	63	9	2019	0	0
1230	salt	1.1292	-0.0499	18	61	249	16	2019	0.25	0.3682
1231	sand	0.9514	0.0426	1	115	439	22	2019	1.4545	2.1425
1232	savonius turbine	-0.0254	0.522	7	29	251	12	2019	1.8333	2.7005
1233	savonius wind turbine	-0.036	0.5665	7	21	140	7	2019	0	0
1234	sba	0.6956	-0.0989	1	39	244	16	2019	0.625	0.9206
1235	scanning electron microscope	1.0773	-0.0124	1	68	166	8	2019	0.125	0.1841
1236	scanning electron microscopy	1.1001	-0.0714	1	120	298	15	2019	1.3333	1.964
1237	scatterer	-0.4313	0.115	5	22	189	11	2019	0	0
1238	school	-1.0035	-0.0626	15	47	207	14	2019	0.7143	1.0521
1239	scirpus grossus	0.5876	-0.2691	11	14	84	5	2019	6.4	9.4271
1240	seawater	0.5103	-0.1219	11	37	157	8	2019	4.375	6.4443
1241	sec	-0.2346	0.1675	10	18	105	10	2019	0	0
1242	second order	-0.0883	-0.0726	2	37	103	5	2019	0.8	1.1784
1243	second phase	-0.5387	-0.1207	8	33	70	5	2019	1.8	2.6514
1244	secondary data	-0.3089	0.1375	10	27	117	7	2019	0	0
1245	secondary settlement	-0.5243	-0.0792	8	4	72	8	2019	0	0
1246	secret data	-0.7301	-0.0051	5	29	131	15	2019	1.3333	1.964
1247	secret key	-0.7231	-0.2037	5	5	15	6	2019	1.1667	1.7185
1248	secret message	-0.7031	-0.0017	5	12	76	11	2019	0.1818	0.2678
1249	sedimentation	-0.1443	0.1412	10	22	57	5	2019	0	0
1250	seed	0.5246	-0.1306	10	64	231	13	2019	0.6923	1.0198
1251	seeding	-0.2088	-0.0162	10	7	200	8	2019	0	0
1252	selective reduction	1.3395	-0.3778	4	2	10	5	2019	3	4.419
1253	self cleaning material	0.9777	0.0807	1	14	86	5	2019	0	0
1254	sem analysis	0.758	-0.1338	13	54	111	8	2019	0.625	0.9206
1255	sem edx	1.1094	-0.0715	1	86	201	8	2019	0.5	0.7365
1256	sem image	1.0344	0.0532	1	71	165	8	2019	0.375	0.5524
1257	semantic similarity	-1.2515	-0.1828	2	18	127	5	2019	2.4	3.5352
1258	semester	-1.0553	-0.1161	2	24	175	9	2019	0	0
1259	semiconductor material	0.7598	0.1249	1	48	110	5	2019	1.2	1.7676
1260	sensitivity distribution	-0.1835	0.0469	5	8	36	6	2019	0	0
1261	sensor fault	-0.2207	0.205	6	7	33	8	2019	0	0
1262	sensor node	-0.8675	-0.3177	19	9	77	12	2019	0.25	0.3682
1263	sentence	-0.9391	-0.1836	2	40	220	15	2019	0.6667	0.982
1264	senticircle	-1.1445	-0.2361	2	17	72	7	2019	1	1.473
1265	sentiment	-1.1082	-0.1924	2	52	454	18	2019	1.3333	1.964
1266	sentiment analysis	-1.0937	-0.2041	2	50	552	32	2019	2	2.946
1267	sentinel	-0.4239	0.0625	10	17	120	12	2019	2	2.946
1268	september	-0.4237	0.2152	6	16	40	5	2019	0.8	1.1784
1269	serious game	-0.755	-0.2349	15	13	73	5	2019	0	0
1270	server	-0.4307	0.0174	2	16	50	16	2019	0.6875	1.0127
1271	service quality	-1.1086	-0.1535	2	17	46	10	2019	1.1	1.6203
1272	service reliability	-0.9635	0.1967	14	7	155	15	2019	0	0
1273	set point	0.0836	0.2983	7	18	42	5	2019	0	0
1274	settlement	-0.5706	-0.0541	8	36	275	30	2019	0.0333	0.0491
1275	shear strength	0.3124	0.0435	1	15	106	14	2019	0	0
1276	shoreline	-0.3457	0.1623	6	10	89	6	2019	0.3333	0.491
1277	shortest route	-0.8998	0.1102	8	11	37	6	2019	0	0
1278	shrinkage	0.5304	0.0265	1	47	229	13	2019	0.5385	0.7931
1279	si al ratio	1.1549	-0.0493	1	29	78	5	2019	0.6	0.8838
1280	sidoarjo mud	1.0101	0.176	1	23	139	7	2019	0	0
1281	sidoarjo regency	-0.5688	0.0845	8	13	99	13	2019	0	0
1282	sift	-0.4794	-0.0122	6	10	75	10	2019	0	0
1283	sign language	-0.8134	-0.2194	2	7	30	6	2019	0.5	0.7365
1284	significant increase	-0.5908	-0.1424	5	43	93	7	2019	1	1.473
1285	sih	0.3402	-0.0113	6	18	96	6	2019	0	0
1286	silica	1.0126	0.0675	1	154	881	42	2019	1.3095	1.9289
1287	silver nanoparticle	0.8536	-0.0349	1	23	109	5	2019	6.2	9.1325
1288	similarity equation	0.1527	0.4517	7	11	57	7	2019	1.1429	1.6834
1289	simple icaf system	0.6209	-0.0869	11	22	227	10	2019	1.5	2.2095
1290	simulation game	-1.0342	-0.0956	15	3	35	7	2019	1	1.473
1291	simulation study	-0.9017	0.1365	3	43	245	15	2019	0.8667	1.2766
1292	single phase	0.8658	0.1405	1	74	176	9	2019	0.6667	0.982
1293	sio2	1.0484	0.1345	1	97	575	28	2019	0.5357	0.7891
1294	skewness	-0.7807	-0.0577	3	13	52	5	2019	1	1.473
1295	skill	-0.834	-0.0928	15	23	213	15	2019	0.0667	0.0982
1296	skull	-0.6598	-0.0146	6	6	57	9	2019	0	0
1297	sla	-0.8588	-0.266	19	8	77	7	2019	0	0
1298	slip resistance	0.026	-0.3185	13	24	142	6	2019	0	0
1299	sludge	0.3375	0.0907	10	26	199	11	2019	2	2.946
